"","rhoa","eP","rhow","a1","dems","ws","cs","rMaxModel","vMaxModel","betaModel","pressureProfileModel","windProfileModel","windVortexModel","Cd","g","Ko","Ke","shelfDepthLimit","WindBias","Decay_a1","Decay_a2","wta","wtb","wt_depth_cutoff","wt_max","HsOnd"
"1",1.14,1010,1024,0.666666666666667,-5,300,1000,1,1,1,0,0,0,0.002,9.81,0.0119777777777778,0.0450093740236409,-110,0,0.62,0.403,43,0.054,8.4,2.5,0.7
